1.0,0.9999,0.9996,0.9944,0.9748,0.9167,0.8184,0.6909,0.5224,0.3566,0.1965,0.1093,0.0532,0.0251,0.0124,0.0055,0.002,0.0008,0.0002,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,0.9982,0.9886,0.9584,0.8958,0.7881,0.6554,0.501,0.3323,0.1944,0.1009,0.0534,0.0277,0.0136,0.005,0.0016,0.0008,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,0.9999,0.9991,0.9947,0.9774,0.9392,0.8707,0.7533,0.6345,0.469,0.3197,0.1753,0.1001,0.0536,0.025,0.0138,0.0052,0.0026,0.0005,0.0006,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,0.9999,0.9984,0.9903,0.969,0.9239,0.8396,0.7342,0.6049,0.4553,0.2985,0.17,0.1003,0.0526,0.0268,0.0129,0.0069,0.0022,0.0005,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,0.9999,0.9988,0.9958,0.9849,0.9542,0.902,0.8232,0.7061,0.5726,0.4243,0.2792,0.1689,0.0999,0.0551,0.0262,0.0115,0.0042,0.0026,0.0012,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,0.9982,0.9925,0.9747,0.9445,0.8835,0.7917,0.6722,0.5491,0.4045,0.2672,0.1518,0.0978,0.0554,0.0292,0.0133,0.0073,0.0044,0.0014,0.001,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,0.9991,0.997,0.9885,0.9661,0.9251,0.8567,0.7716,0.6613,0.5265,0.3871,0.2557,0.1509,0.0922,0.0469,0.0265,0.0116,0.0072,0.0031,0.0006,0.0007,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,0.9996,0.9984,0.9924,0.981,0.9566,0.9053,0.8425,0.7545,0.6376,0.5104,0.3703,0.2462,0.1415,0.0891,0.0562,0.0295,0.0153,0.0076,0.0027,0.0016,0.0009,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,0.9998,0.9991,0.9973,0.9917,0.9762,0.9418,0.8872,0.82,0.7303,0.6117,0.4779,0.3517,0.238,0.1378,0.0817,0.0498,0.0286,0.014,0.0069,0.0031,0.0022,0.0003,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,0.9997,0.9987,0.9957,0.9858,0.9694,0.9315,0.873,0.7948,0.7016,0.5912,0.4575,0.34,0.2209,0.1382,0.0852,0.0489,0.0315,0.0131,0.0078,0.0037,0.0018,0.0007,0.0004,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9971,0.9921,0.9779,0.9547,0.9145,0.8611,0.7755,0.6773,0.5577,0.4484,0.3206,0.2166,0.1263,0.0774,0.0469,0.0261,0.0146,0.0076,0.0032,0.0022,0.0007,0.0006,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9993,0.9958,0.9873,0.973,0.951,0.9029,0.8481,0.7592,0.6603,0.5457,0.419,0.311,0.2014,0.1287,0.0776,0.0474,0.0286,0.0156,0.0075,0.0048,0.002,0.0006,0.0006,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9997,0.9982,0.9942,0.987,0.9687,0.9344,0.8901,0.8182,0.7375,0.6358,0.5277,0.4054,0.299,0.1942,0.1206,0.0745,0.0459,0.025,0.0151,0.008,0.0035,0.0023,0.0013,0.0002,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.999,0.997,0.9922,0.9793,0.9592,0.9212,0.8772,0.7994,0.7201,0.6145,0.5134,0.3954,0.2863,0.1826,0.1105,0.0744,0.0406,0.0244,0.0141,0.007,0.0045,0.0018,0.0008,0.0002,0.0003,0.0002,0.0002,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9991,0.995,0.9893,0.9725,0.9509,0.9095,0.8577,0.778,0.7009,0.6005,0.4904,0.3774,0.2716,0.183,0.1101,0.0736,0.0422,0.0247,0.0136,0.0084,0.0036,0.002,0.001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,0.9971,0.9926,0.9862,0.9689,0.9397,0.8956,0.84,0.7728,0.6878,0.5754,0.4776,0.3648,0.254,0.1711,0.1113,0.069,0.0416,0.0242,0.0155,0.0092,0.0038,0.002,0.0004,0.0003,0.0001,0.0003,0.0,0.0,0.0001,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9986,0.996,0.9909,0.9804,0.9591,0.926,0.8824,0.8222,0.7573,0.6633,0.5599,0.4527,0.347,0.2523,0.1652,0.105,0.0667,0.0392,0.0241,0.0148,0.0073,0.0052,0.0025,0.0011,0.0007,0.0002,0.0001,0.0001,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9997,0.9991,0.9979,0.9959,0.9884,0.9736,0.9562,0.9234,0.8731,0.8069,0.7361,0.6513,0.5428,0.4449,0.3388,0.238,0.1567,0.0987,0.0615,0.0417,0.0227,0.0134,0.008,0.0029,0.002,0.001,0.001,0.0002,0.0002,0.0,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9983,0.9969,0.9937,0.9852,0.9678,0.9429,0.9138,0.855,0.7947,0.7206,0.6317,0.5369,0.4175,0.3209,0.2326,0.1535,0.0962,0.0642,0.0383,0.023,0.013,0.0059,0.0042,0.0028,0.0014,0.0006,0.0003,0.0001,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9991,0.9989,0.9958,0.9901,0.9814,0.9626,0.9341,0.8961,0.8501,0.7886,0.7065,0.6172,0.5115,0.4127,0.3073,0.222,0.1452,0.0875,0.0595,0.0368,0.0229,0.0139,0.0082,0.0046,0.0028,0.0018,0.0003,0.0002,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9998,1.0,0.999,0.9974,0.9938,0.987,0.9736,0.9532,0.9228,0.8892,0.8358,0.7687,0.6818,0.5951,0.4903,0.3981,0.3004,0.2136,0.1488,0.0951,0.0607,0.0361,0.0231,0.0138,0.0074,0.0039,0.0029,0.001,0.001,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9986,0.9977,0.9923,0.9837,0.9699,0.9501,0.9178,0.8755,0.8077,0.7498,0.6671,0.5782,0.4835,0.3846,0.2926,0.2021,0.1368,0.0845,0.0572,0.0388,0.023,0.0145,0.0084,0.004,0.0023,0.0015,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9984,0.9956,0.9914,0.9782,0.9663,0.9402,0.9071,0.8569,0.8016,0.7341,0.6536,0.5584,0.4688,0.3686,0.2819,0.1997,0.1278,0.0804,0.0528,0.0331,0.0229,0.0148,0.0075,0.0043,0.0024,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9963,0.9939,0.9869,0.9764,0.9616,0.9331,0.8912,0.8526,0.7898,0.7174,0.6429,0.5455,0.4469,0.3574,0.2666,0.1898,0.1278,0.0821,0.0561,0.0319,0.0212,0.014,0.0084,0.0051,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9999,0.9998,0.9983,0.9973,0.9923,0.9839,0.9751,0.952,0.9239,0.8876,0.8319,0.7794,0.7059,0.6243,0.5205,0.4442,0.3457,0.2508,0.1813,0.1237,0.0779,0.05,0.0316,0.0233,0.0093,0.0081,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9999,0.9992,0.9972,0.9966,0.9906,0.9834,0.967,0.9446,0.9153,0.8714,0.8321,0.765,0.6963,0.6081,0.5266,0.4277,0.3378,0.2534,0.1798,0.1154,0.0755,0.0508,0.0317,0.0196,0.0126,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9992,0.9989,0.9978,0.9935,0.989,0.9779,0.9609,0.9377,0.9038,0.865,0.8033,0.7458,0.6807,0.5944,0.5052,0.4169,0.3198,0.2438,0.167,0.1147,0.077,0.0475,0.0327,0.0206,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9999,0.9996,0.9989,0.9958,0.9919,0.9852,0.9738,0.9587,0.9345,0.8931,0.8512,0.7995,0.7337,0.666,0.5717,0.4857,0.396,0.3207,0.2308,0.1621,0.1061,0.0706,0.0488,0.0293,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9987,0.9977,0.9949,0.9901,0.9825,0.966,0.9514,0.9243,0.8911,0.8462,0.784,0.7208,0.6442,0.5603,0.4801,0.378,0.3042,0.2268,0.1615,0.1069,0.0677,0.0459,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9998,0.9984,0.9971,0.9931,0.987,0.9801,0.9634,0.9475,0.9138,0.8745,0.8317,0.7752,0.7108,0.6392,0.5545,0.4576,0.3731,0.2825,0.2167,0.1603,0.1035,0.0657,
